product,label,phase,mode,j_A_m2,ce,anode_thickness_mm,stack_cost_mult,price_mult,grid_ci,catholyte_wt_pct,mol_e_per_m2_yr,m3_treated_per_m2_yr,kg_formed_per_m2_yr,kg_sold_per_m2_yr,dsp_recovery,E_thermo_V,eta_ohm_V,eta_ph_V,eta_kin_V,V_applied_V,kWh_cell_per_m2_yr,kWh_pump_per_m2_yr,revenue,credit_treatment,cost_stack,cost_elec_cell,cost_pump,cost_dsp_var,cost_dsp_capex,cost_co2,cost_total,margin,margin_per_mol_e,revenue_per_mol_e,cost_per_mol_e,margin_over_revenue,breakeven_price_usd_per_kg,breakeven_price_mult,gwp_avoided,gwp_credit_treatment,gwp_stack,gwp_elec_cell,gwp_pump,gwp_dsp,gwp_co2,gwp_total,env_margin,env_margin_per_mol_e,gwp_avoided_per_mol_e,gwp_total_per_mol_e,env_margin_over_avoided,dsp_route,dsp_electricity_kWh_per_kg,dsp_steam_MJ_per_kg,dsp_chemicals_usd_per_kg,dsp_water_removed_kg_per_kg,dsp_capex_usd,area_m2,volume_m3,hrt_h,current_plant_A,product_t_per_yr,stack_tic_usd,margin_plant_usd_per_yr,env_margin_plant_t_per_yr
hydrogen,Hydrogen,gas,realistic,1.0,0.8,2.0,1.0,1.0,0.610519719405792,,299.6113385500337,14.099357108236878,0.24160658340674715,0.21744592506607244,0.9,-0.13399999999999995,0.03666666666666667,0.2,0.35,0.7206666666666666,6.091529824561404,2.2091871421647373,0.4348918501321449,0.0,98.33066813555696,0.4264070877192983,0.15464309995153164,0.033824921676944605,0.20839607145489222,0.0,99.15393931635961,-98.71904746622747,-0.32949035888954464,0.00145152,0.3309418788895447,-226.9967750286215,455.993550057243,227.9967750286215,2.3919051757267966,0.0,2.13071955,3.7189990792432415,1.348752314149299,0.2950111670161587,0.0,7.493482110408699,-5.101576934681903,-0.017027315986674396,0.007983359999999998,0.025010675986674395,-2.1328508280566574,gas,2.0,0.0,0.0,0.0,80488.27837120359,56952.95138888889,5125.765625,51.25765625,56952.95138888889,12.3841872,29046005.208333336,-5622341.111501467,-290.5498631676152
methane,Methane,gas,realistic,1.0,0.8,2.0,1.0,1.0,0.610519719405792,,299.6113385500337,14.099357108236878,0.480666470435819,0.4662464763227444,0.97,0.040000000000000036,0.03666666666666667,0.2,0.5,0.6966666666666667,5.888666666666667,2.2091871421647373,0.1165616190806861,0.0,95.57534452264919,0.4122066666666668,0.15464309995153164,0.018842125641084107,0.12135905719642287,0.03956846384627662,96.32196393595117,-96.20540231687049,-0.3211006725661841,0.00038904274999999996,0.3214897153161841,-825.3608955987077,206.59022389967691,826.3608955987077,0.37299718105819557,0.0,2.18071955,3.595147121007574,1.348752314149299,0.16433556084861925,0.0,7.288954546005492,-6.915957364947296,-0.023083096248683405,0.0012449368,0.024328033048683407,-18.54158078440882,gas,0.56,0.0,0.0,0.0,46872.196343714684,56952.95138888889,5125.765625,51.25765625,56952.95138888889,26.554112901249997,28191710.9375,-5479181.601501224,-393.88418361347146
carbon_monoxide,Carbon monoxide,gas,realistic,1.0,0.7,2.0,1.0,1.0,0.610519719405792,,299.6113385500337,14.099357108236878,2.9372397574752553,2.64351578172773,0.9,-0.24,0.03666666666666667,0.2,0.65,1.1266666666666667,9.523298245614034,2.2091871421647373,1.586109469036638,0.0,203.59250938665548,0.6666308771929825,0.15464309995153164,0.16448542641861433,1.7962311788817449,0.1384321097698088,206.51293207887016,-204.92682260983352,-0.6839755250971976,0.005293890000000001,0.6892694150971976,-129.2009326029059,78.12055956174355,130.2009326029059,4.229625250764368,0.0,6.48071955,5.814161372729951,1.348752314149299,1.4345942340490636,0.0,15.078227470928315,-10.848602220163947,-0.036208917435053216,0.01411704,0.05032595743505322,-2.5649086093864732,gas,0.8,0.0,0.0,0.0,693753.7456226125,56952.95138888889,5125.765625,51.25765625,56952.95138888889,150.55602581250002,50403361.97916667,-11671187.366377305,-617.8599148823894
hydrogen_peroxide,Hydrogen peroxide,liquid,realistic,1.0,0.7,2.0,1.0,1.0,0.610519719405792,1.0,299.6113385500337,14.099357108236878,3.5669478882727885,3.4599394516246047,0.97,0.561,0.03666666666666667,0.2,0.5,0.17566666666666664,1.4848456140350874,2.2091871421647373,4.151927341949525,0.0,144.07327972883678,0.10393919298245613,0.15464309995153164,2.7373777222573463,1.138415982212104,0.0,148.20765572624023,-144.05572838429072,-0.4808086672602148,0.013857710999999998,0.4946663782602148,-34.696110148365406,42.83533217803848,35.6961101483654,5.068115337490936,0.0,4.68071955,0.9065275276416225,1.348752314149299,35.291167275818985,0.0,42.22716666760991,-37.15905133011897,-0.12402418249572883,0.016915632639332122,0.14093981513506096,-7.331926930557039,liquid_evaporation,0.9714285714285714,77.71428571428572,0.0,97.14285714285714,439687.4750988207,56952.95138888889,5125.765625,51.25765625,56952.95138888889,197.053763396875,37588947.916666664,-8204398.89596149,-2116.317644061493
formic_acid,Formic acid,liquid,realistic,1.0,0.6,2.0,1.0,1.0,0.610519719405792,1.5,299.6113385500337,14.099357108236878,4.13688355702959,3.93003937917811,0.95,-0.14999999999999997,0.03666666666666667,0.2,0.75,1.1366666666666667,9.60782456140351,2.2091871421647373,2.554525596465772,0.0,203.59250938665548,0.6725477192982457,0.15464309995153164,2.6593266465771883,1.2514201395581788,0.11864582041560863,208.44909281245626,-205.8945672159905,-0.687205525039257,0.00852613125,0.695731656289257,-80.59992332856207,53.03995016356535,81.59992332856207,9.825098447945276,0.0,6.48071955,5.865766355328147,1.348752314149299,29.237968905531403,0.0,42.93320712500885,-33.10810867706357,-0.1105035237894866,0.0327928125,0.1432963362894866,-3.369748288271602,liquid_salt_acid,0.6333333333333334,54.66666666666667,0.1065,63.333333333333336,483332.77997465135,56952.95138888889,5125.765625,51.25765625,56952.95138888889,223.82734171874998,50403361.97916667,-11726303.277888622,-1885.604504062852
acetic_acid,Acetic acid,liquid,realistic,1.0,0.7,2.0,1.0,1.0,0.610519719405792,1.2,299.6113385500337,14.099357108236878,1.5743227589780795,1.4956066210291754,0.95,0.0,0.03666666666666667,0.2,0.55,0.7866666666666667,6.649403508771931,2.2091871421647373,0.8225836415660466,0.0,95.57534452264919,0.4654582456140352,0.15464309995153164,1.1659434352991658,0.8063619207002812,0.06923871493985594,98.23698993915406,-97.41440629758802,-0.32513591364407013,0.002745502375,0.3278814160190701,-118.4249252904289,65.6837089097359,119.4249252904289,2.3929705936466807,0.0,2.18071955,4.059591964391328,1.348752314149299,13.559753721021215,0.0,21.14881754956184,-18.75584695591516,-0.06260059130833937,0.007986916,0.07058750730833936,-7.837892787195879,liquid_salt_acid,0.8,67.0,0.0816,80.0,311439.0894614871,56952.95138888889,5125.765625,51.25765625,56952.95138888889,85.179211184375,28191710.9375,-5548037.946444002,-1068.2008399376757
methanol,Methanol,liquid,realistic,1.0,0.3,2.0,1.0,1.0,0.610519719405792,1.0,299.6113385500337,14.099357108236878,0.480007325491009,0.4656071057262787,0.97,-0.09999999999999998,0.03666666666666667,0.2,0.85,1.1866666666666665,10.030456140350877,2.2091871421647373,0.20952319757682544,0.0,203.59250938665548,0.7021319298245614,0.15464309995153164,0.0698420258735928,0.2247853612427052,0.019771501736974662,204.76368330528484,-204.55416010770801,-0.6827317053408125,0.0006993166500000001,0.6834310219908125,-976.2840700858651,439.77783153863936,977.2840700858652,0.372485684581023,0.0,6.48071955,6.1237912683191205,1.348752314149299,0.8518659727070405,0.0,14.80512910517546,-14.432643420594438,-0.048171219054796405,0.0012432296000000002,0.0494144486547964,-38.74684053114276,liquid_distillation,0.5,12.278000000000002,0.0,99.0,86818.27158815032,56952.95138888889,5125.765625,51.25765625,56952.95138888889,26.517698858750002,50403361.97916667,-11649963.13700929,-821.9816391462821
ethanol,Ethanol,liquid,realistic,1.0,0.3,2.0,1.0,1.0,0.610519719405792,1.0,299.6113385500337,14.099357108236878,0.3450623786080738,0.3347105072498316,0.97,-0.02999999999999997,0.03666666666666667,0.2,0.75,1.0166666666666666,8.593508771929825,2.2091871421647373,0.26776840579986527,0.0,95.57534452264919,0.6015456140350878,0.15464309995153164,0.054865608323440965,0.18439870764872932,0.019782426165600872,96.59057997877358,-96.3228115729737,-0.32149254443816133,0.0008937192,0.32238626363816136,-359.7243344868962,288.57946758951704,360.7243344868963,0.46859471014976417,0.0,2.18071955,5.246506564149809,1.348752314149299,0.6743257426183444,0.0,9.450304170917454,-8.98170946076769,-0.029977869009345872,0.0015640086,0.031541877609345875,-19.167330032165985,liquid_distillation,0.5,13.778000000000002,0.0,99.0,71219.83830551087,56952.95138888889,5125.765625,51.25765625,56952.95138888889,19.062751248750004,28191710.9375,-5485868.405156676,-511.5348623082256
caustic_soda,Caustic soda,liquid,realistic,1.0,0.9,2.0,1.0,1.0,0.610519719405792,3.0,299.6113385500337,14.099357108236878,10.785199237187127,10.569495252443385,0.98,-0.5479999999999999,0.03666666666666667,0.2,0.4,1.1846666666666668,10.013550877192985,2.2091871421647373,5.284747626221693,0.0,98.33066813555696,0.700948561403509,0.15464309995153164,2.669696317845054,1.1214431553023911,0.0,102.97739927005944,-97.69265164383775,-0.32606460128184883,0.017638677000000002,0.34370327828184877,-18.48577426083877,9.742887130419383,19.485774260838767,11.626444777687725,0.0,2.13071955,6.113470271799484,1.348752314149299,34.418596513970726,0.0,44.01153864991951,-32.385093872231785,-0.10809034807881153,0.038805089400000006,0.14689543747881154,-2.7854683432016913,liquid_evaporation,0.31333333333333335,25.06666666666667,0.0,31.333333333333336,433132.10384101403,56952.95138888889,5125.765625,51.25765625,56952.95138888889,601.9639493175,29046005.208333336,-5563884.840123148,-1844.4266770298204
copper,Copper,solid,realistic,1.0,0.9,2.0,1.0,1.0,0.610519719405792,,299.6113385500337,14.099357108236878,8.567595953775198,8.310568075161942,0.97,0.56,0.03666666666666667,0.2,0.25,-0.07333333333333336,-0.5299800000000002,2.2091871421647373,74.79511267645748,0.0,102.24920504372358,-0.037098600000000016,0.15464309995153164,2.5916977760169972,0.5760682560734881,0.0,105.5345155757656,-30.739402899308118,-0.10259759543170555,0.249640461,0.3522380564317055,-0.4109814371465431,12.698832934318887,1.410981437146543,27.424874648034407,0.0,2.18071955,-0.3235632408906818,1.348752314149299,3.9230147082607747,0.0,7.128923331519392,20.295951316515016,0.06774093201791723,0.0915348357,0.023793903682082763,0.7400563020611532,solid_metal,0.75,0.0,0.25,0.0,222493.36003290678,56952.95138888889,5125.765625,51.25765625,56952.95138888889,473.31137959875,31608888.020833336,-1750699.7190477655,1155.914328720735
